Origen,Aeropuerto Origen,Hora Salida,Hora de Llegada,Destino,Aeropuerto / Destino,Tiempo Vuelo,Origen / Vuelta,Aeropuerto / Origen,Hora Salida - V,Hora Llegada - V,Destino / Vuelta,Aeropuerto / Destino - Vuelta,Tiempo Vuelo - V,Aerolinea,Precio_1,Agencia_1,Precio_2,Agencia_2,Precio_3,Agencia_3,Clase
Bogota,El Dorado,10:30,11:30,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:48,7:45,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,10:30,11:30,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:03,7:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:15,21:12,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:03,7:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:48,7:45,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,9:02,9:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,13:18,14:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,8:02,8:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,12:18,13:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,18:53,19:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,7:47,8:44,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:55,14:51,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,9:02,9:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,7:47,8:44,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,8:02,8:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:55,14:51,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,18:53,19:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:48,7:45,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:15,21:12,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,13:18,14:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,12:18,13:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:03,7:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,14:43,15:39,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,14:43,15:39,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:15,21:12,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:48,7:45,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:03,7:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,13:18,14:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,12:18,13:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,9:02,9:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,8:02,8:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,18:53,19:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,7:47,8:44,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,18:53,19:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:03,7:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:15,21:12,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,7:47,8:44,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,8:02,8:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,12:18,13:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,13:18,14:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,9:02,9:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:48,7:45,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:15,21:12,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,9:02,9:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,7:47,8:44,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,8:02,8:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,18:53,19:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,13:18,14:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,12:18,13:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:03,7:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:48,7:45,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,19:05,20:01,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,19:05,20:01,Medellin,José María Córdova,0h 56m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,9:02,9:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,7:47,8:44,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,8:02,8:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,18:53,19:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:48,7:45,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:15,21:12,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,6:03,7:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,12:18,13:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,13:18,14:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,9:02,9:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,8:02,8:59,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,6:48,7:45,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,20:15,21:12,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,7:47,8:44,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,18:53,19:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,6:03,7:00,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,14:53,15:50,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,13:18,14:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,11:15,12:17,Medellin,José María Córdova,1h 02m,Medellin,José María Córdova,12:18,13:15,Bogota,El Dorado,0h 57m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,7:17,8:16,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,7:17,8:16,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,9:15,10:15,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,9:15,10:15,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,10:30,11:30,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:02,9:01,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,11:51,12:47,Bogota,El Dorado,0h 56m,"Wingo, JetSMART",$333.383,Kiwi.com,$661.089,Kiwi.com,$309.115,eDreams,Go Basic
Bogota,El Dorado,8:02,9:01,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,17:31,18:29,Bogota,El Dorado,0h 58m,Wingo,$285.330,Wingo,$295.470,Aviatur,$284.000,eDreams,Go Basic
Bogota,El Dorado,6:30,7:31,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,11:51,12:47,Bogota,El Dorado,0h 56m,JetSMART,$292.985,eDestinos,$305.320,Aviatur,$284.862,Viajes Éxito,Turista
Bogota,El Dorado,10:30,11:30,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:02,9:01,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,11:14,12:10,Bogota,El Dorado,0h 56m,"Wingo, JetSMART",$333.383,Kiwi.com,$661.089,Kiwi.com,$309.115,eDreams,Go Basic
Bogota,El Dorado,12:43,13:42,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,17:31,18:29,Bogota,El Dorado,0h 58m,Wingo,$295.470,Aviatur,$300.330,Viajes Éxito,$285.330,Wingo,Go Basic
Bogota,El Dorado,6:30,7:31,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,14:11,15:07,Bogota,El Dorado,0h 56m,JetSMART,$292.985,eDestinos,$305.320,Aviatur,$284.862,Viajes Éxito,Turista
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,8:02,9:01,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,14:11,15:07,Bogota,El Dorado,0h 56m,"Wingo, JetSMART",$333.383,Kiwi.com,$661.089,Kiwi.com,$309.115,eDreams,Go Basic
Bogota,El Dorado,15:56,16:55,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,20:56,21:54,Bogota,El Dorado,0h 58m,Wingo,$295.470,Aviatur,$300.330,Viajes Éxito,$285.330,Wingo,Go Basic
Bogota,El Dorado,6:30,7:31,Medellin,José María Córdova,1h 01m,Medellin,José María Córdova,11:14,12:10,Bogota,El Dorado,0h 56m,JetSMART,$292.985,eDestinos,$305.320,Aviatur,$284.862,Viajes Éxito,Turista
Bogota,El Dorado,12:14,13:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,12:43,13:42,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,11:14,12:10,Bogota,El Dorado,0h 56m,"Wingo, JetSMART",$333.383,Kiwi.com,$661.089,Kiwi.com,$309.115,eDreams,Go Basic
Bogota,El Dorado,15:56,16:55,Medellin,José María Córdova,0h 59m,Medellin,José María Córdova,6:00,6:58,Bogota,El Dorado,0h 58m,Wingo,$295.470,Aviatur,$300.330,Viajes Éxito,$285.330,Wingo,Go Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,13:00,14:00,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,17:14,18:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,16:08,17:08,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,20:29,21:30,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,18:14,19:14,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
Bogota,El Dorado,6:35,7:35,Medellin,José María Córdova,1h 00m,Medellin,José María Córdova,17:28,18:29,Bogota,El Dorado,1h 01m,LATAM Airlines,$306.752,Aviatur,$309.961,Despegar,$306.752,LATAM Airlines,Basic
